,id,Region,Altitude,Productor,Price,Points,Quality,Precio_final,Calidad,Quality_map,Region_map,Productor_map
756,757,Orellana,1300,Teófilo Villanueva Riquelme S.L.,7.87,82.17,Bueno,8.731567619396303,1.0,1.0,4,9
757,758,Orellana,1500,Chelo Palomar Mancebo S.A.,7.98,82.17,Bueno,9.148567302332168,1.0,1.0,4,1
758,759,El Oro,1500,Familia Soto S.A.,7.89,82.17,Bueno,9.269816368365065,1.0,1.0,0,3
759,760,El Oro,1200,Hermanos Miranda S.C.P,8.15,82.17,Bueno,9.672520366447284,1.0,1.0,0,5
760,761,El Oro,1500,Hermanos Miranda S.C.P,9.67,82.17,Bueno,11.623017512425978,1.0,1.0,0,5
761,762,Imbabura,1200,Familia Soto S.A.,9.52,82.17,Bueno,10.352157190028592,1.0,1.0,6,3
762,763,El Oro,1700,Familia Soto S.A.,5.49,82.17,Bueno,7.159298808621245,1.0,1.0,0,3
763,764,Manabí,1200,Goicoechea y Tapia S.L.,8.21,82.17,Bueno,9.31646789468145,1.0,1.0,3,0
764,765,Manabí,1600,Inmobiliaria Calderon & Asociados S.L.N.E,5.37,82.17,Bueno,6.772644383893537,1.0,1.0,3,8
765,766,El Oro,1500,Familia Soto S.A.,9.58,82.17,Bueno,11.406711678472893,1.0,1.0,0,3
766,767,Zamora Chinchipe,1600,Fabián Santamaria Carlos S.L.L.,7.24,82.17,Bueno,8.649834419650078,1.0,1.0,5,7
767,768,Imbabura,1400,Chelo Palomar Mancebo S.A.,6.86,82.17,Bueno,8.272727445761513,1.0,1.0,6,1
768,769,Imbabura,1700,Teófilo Villanueva Riquelme S.L.,7.09,82.17,Bueno,9.282201892536511,1.0,1.0,6,9
769,770,Orellana,1400,Familia Serra S.L.,5.08,82.17,Bueno,6.287650919927717,1.0,1.0,4,6
770,771,El Oro,1500,Inmobiliaria Calderon & Asociados S.L.N.E,8.69,82.17,Bueno,9.989780690209262,1.0,1.0,0,8
771,772,Zamora Chinchipe,1200,Familia Soto S.A.,9.38,82.17,Bueno,10.332492413363685,1.0,1.0,5,3
772,773,Loja,1400,Inmobiliaria Calderon & Asociados S.L.N.E,9.54,82.17,Bueno,10.658013963355563,1.0,1.0,2,8
773,774,Orellana,1700,Hermanos Miranda S.C.P,5.34,82.17,Bueno,7.167641044082563,1.0,1.0,4,5
774,775,Sucumbios,1500,Hermanos Miranda S.C.P,6.35,82.17,Bueno,8.137371375347685,1.0,1.0,1,5
775,776,Zamora Chinchipe,1700,Goicoechea y Tapia S.L.,5.72,82.17,Bueno,7.430425274809115,1.0,1.0,5,0
776,777,Imbabura,1300,Baquero & Asociados S.Coop.,9.0,82.17,Bueno,9.73135488352771,1.0,1.0,6,2
777,778,Orellana,1500,Fabián Santamaria Carlos S.L.L.,8.44,82.08,Bueno,9.808536183664929,1.0,1.0,4,7
778,779,Loja,1400,Fabián Santamaria Carlos S.L.L.,9.54,82.08,Bueno,10.88299613927565,1.0,1.0,2,7
779,780,Loja,1300,Familia Serra S.L.,6.68,82.08,Bueno,8.381632752699687,1.0,1.0,2,6
780,781,Orellana,1200,Familia Soto S.A.,7.07,82.08,Bueno,7.945807318980274,1.0,1.0,4,3
781,782,Zamora Chinchipe,1200,Chelo Palomar Mancebo S.A.,8.28,82.08,Bueno,9.772698819026083,1.0,1.0,5,1
782,783,Zamora Chinchipe,1300,Comercializadora Múgica & Asociados S.Com.,8.67,82.08,Bueno,10.11151894329715,1.0,1.0,5,4
783,784,Orellana,1300,Comercializadora Múgica & Asociados S.Com.,6.67,82.08,Bueno,8.259568182742726,1.0,1.0,4,4
784,785,Loja,1600,Familia Serra S.L.,7.57,82.08,Bueno,9.218509817243643,1.0,1.0,2,6
785,786,Manabí,1500,Baquero & Asociados S.Coop.,5.2,82.08,Bueno,7.026656883572135,1.0,1.0,3,2
786,787,Manabí,1600,Baquero & Asociados S.Coop.,9.23,82.08,Bueno,10.42077890446987,1.0,1.0,3,2
787,788,Zamora Chinchipe,1400,Goicoechea y Tapia S.L.,9.4,82.08,Bueno,10.575726341772375,1.0,1.0,5,0
788,789,Zamora Chinchipe,1700,Familia Serra S.L.,6.83,82.08,Bueno,8.382120582284944,1.0,1.0,5,6
789,790,Imbabura,1600,Familia Soto S.A.,9.98,82.08,Bueno,11.01330393875245,1.0,1.0,6,3
790,791,Sucumbios,1300,Familia Serra S.L.,8.07,82.08,Bueno,9.667988963126158,1.0,1.0,1,6
791,792,Manabí,1600,Chelo Palomar Mancebo S.A.,7.26,82.08,Bueno,9.263631356167132,1.0,1.0,3,1
792,793,Orellana,1500,Goicoechea y Tapia S.L.,7.31,82.08,Bueno,9.1320596644666,1.0,1.0,4,0
793,794,Orellana,1500,Comercializadora Múgica & Asociados S.Com.,8.24,82.08,Bueno,9.614884591367357,1.0,1.0,4,4
794,795,Orellana,1600,Familia Serra S.L.,9.08,82.0,Bueno,10.67338740886154,1.0,1.0,4,6
795,796,Imbabura,1700,Teófilo Villanueva Riquelme S.L.,9.96,82.0,Bueno,11.696556256263719,1.0,1.0,6,9
796,797,Manabí,1700,Comercializadora Múgica & Asociados S.Com.,7.25,82.0,Bueno,8.925602182337293,1.0,1.0,3,4
797,798,Manabí,1200,Goicoechea y Tapia S.L.,6.41,82.0,Bueno,7.773292915709197,1.0,1.0,3,0
798,799,Sucumbios,1200,Teófilo Villanueva Riquelme S.L.,7.17,82.0,Bueno,8.285832932214749,1.0,1.0,1,9
799,800,El Oro,1200,Fabián Santamaria Carlos S.L.L.,5.31,82.0,Bueno,6.524447452033968,1.0,1.0,0,7
800,801,Imbabura,1200,Comercializadora Múgica & Asociados S.Com.,8.79,82.0,Bueno,9.443306033473295,1.0,1.0,6,4
801,802,Zamora Chinchipe,1400,Familia Soto S.A.,9.58,82.0,Bueno,10.895433395323309,1.0,1.0,5,3
802,803,Loja,1300,Familia Soto S.A.,6.72,82.0,Bueno,8.323128014144274,1.0,1.0,2,3
803,804,Manabí,1700,Fabián Santamaria Carlos S.L.L.,8.93,82.0,Bueno,10.906153062726698,1.0,1.0,3,7
804,805,Orellana,1300,Teófilo Villanueva Riquelme S.L.,9.86,82.0,Bueno,11.339482112222436,1.0,1.0,4,9
805,806,Loja,1400,Hermanos Miranda S.C.P,5.67,82.0,Bueno,6.881964988848948,1.0,1.0,2,5
806,807,Sucumbios,1700,Hermanos Miranda S.C.P,5.48,82.0,Bueno,7.410407691360111,1.0,1.0,1,5
807,808,Loja,1300,Hermanos Miranda S.C.P,8.84,82.0,Bueno,9.683620394798531,1.0,1.0,2,5
808,809,Imbabura,1600,Familia Serra S.L.,8.95,82.0,Bueno,10.026835817814762,1.0,1.0,6,6
809,810,Imbabura,1300,Teófilo Villanueva Riquelme S.L.,6.03,82.0,Bueno,7.6652603650039115,1.0,1.0,6,9
810,811,Orellana,1400,Baquero & Asociados S.Coop.,8.04,82.0,Bueno,9.485030526618512,1.0,1.0,4,2
811,812,Loja,1500,Familia Serra S.L.,9.67,82.0,Bueno,10.590279239580132,1.0,1.0,2,6
812,813,Zamora Chinchipe,1200,Goicoechea y Tapia S.L.,9.32,82.0,Bueno,9.950682834658421,1.0,1.0,5,0
813,814,Zamora Chinchipe,1600,Inmobiliaria Calderon & Asociados S.L.N.E,7.27,82.0,Bueno,9.12394618067862,1.0,1.0,5,8
814,815,Loja,1200,Fabián Santamaria Carlos S.L.L.,5.23,82.0,Bueno,6.9211304983509905,1.0,1.0,2,7
815,816,Loja,1700,Comercializadora Múgica & Asociados S.Com.,5.85,81.92,Bueno,7.631777501903296,1.0,1.0,2,4
816,817,Orellana,1300,Familia Serra S.L.,8.61,81.92,Bueno,10.340709615908699,1.0,1.0,4,6
817,818,Orellana,1500,Teófilo Villanueva Riquelme S.L.,9.67,81.92,Bueno,10.600569156387886,1.0,1.0,4,9
818,819,Orellana,1300,Teófilo Villanueva Riquelme S.L.,7.23,81.92,Bueno,8.499071049942447,1.0,1.0,4,9
819,820,Imbabura,1500,Hermanos Miranda S.C.P,9.06,81.92,Bueno,10.604819897832094,1.0,1.0,6,5
820,821,Imbabura,1200,Familia Soto S.A.,9.48,81.92,Bueno,11.151767897999907,1.0,1.0,6,3
821,822,Sucumbios,1300,Familia Soto S.A.,6.12,81.92,Bueno,7.457094942738299,1.0,1.0,1,3
822,823,Imbabura,1700,Hermanos Miranda S.C.P,7.67,81.92,Bueno,9.2394597020257,1.0,1.0,6,5
823,824,Orellana,1400,Familia Serra S.L.,6.36,81.92,Bueno,7.651910690917094,1.0,1.0,4,6
824,825,Manabí,1200,Fabián Santamaria Carlos S.L.L.,9.34,81.92,Bueno,10.397990893490178,1.0,1.0,3,7
825,826,Orellana,1700,Comercializadora Múgica & Asociados S.Com.,7.68,81.92,Bueno,9.833911269458694,1.0,1.0,4,4
826,827,Imbabura,1700,Comercializadora Múgica & Asociados S.Com.,8.84,81.92,Bueno,10.574990642627512,1.0,1.0,6,4
827,828,Loja,1300,Comercializadora Múgica & Asociados S.Com.,8.39,81.92,Bueno,9.368721377436433,1.0,1.0,2,4
828,829,El Oro,1600,Goicoechea y Tapia S.L.,7.54,81.92,Bueno,9.218922154696823,1.0,1.0,0,0
829,830,Orellana,1700,Fabián Santamaria Carlos S.L.L.,6.67,81.92,Bueno,8.245217485854335,1.0,1.0,4,7
830,831,Orellana,1300,Familia Soto S.A.,5.11,81.92,Bueno,6.526647876982547,1.0,1.0,4,3
831,832,Manabí,1400,Baquero & Asociados S.Coop.,8.59,81.92,Bueno,9.875714897165642,1.0,1.0,3,2
832,833,Zamora Chinchipe,1200,Inmobiliaria Calderon & Asociados S.L.N.E,9.84,81.92,Bueno,11.162274239139048,1.0,1.0,5,8
833,834,Orellana,1400,Familia Soto S.A.,8.09,81.83,Bueno,9.41691466492781,1.0,1.0,4,3
834,835,El Oro,1200,Familia Soto S.A.,7.31,81.83,Bueno,8.833218450273092,1.0,1.0,0,3
835,836,Manabí,1400,Teófilo Villanueva Riquelme S.L.,8.57,81.83,Bueno,10.119146563075796,1.0,1.0,3,9
836,837,Sucumbios,1700,Familia Soto S.A.,8.02,81.83,Bueno,10.038181855394315,1.0,1.0,1,3
837,838,Zamora Chinchipe,1500,Inmobiliaria Calderon & Asociados S.L.N.E,9.23,81.83,Bueno,10.475262104036778,1.0,1.0,5,8
838,839,El Oro,1400,Hermanos Miranda S.C.P,7.43,81.83,Bueno,9.262388406036003,1.0,1.0,0,5
839,840,Loja,1200,Hermanos Miranda S.C.P,6.2,81.83,Bueno,7.795665672909111,1.0,1.0,2,5
840,841,Orellana,1400,Baquero & Asociados S.Coop.,8.51,81.83,Bueno,9.99999084070619,1.0,1.0,4,2
841,842,Imbabura,1600,Familia Serra S.L.,6.02,81.83,Bueno,7.553442324543962,1.0,1.0,6,6
842,843,Sucumbios,1600,Hermanos Miranda S.C.P,7.75,81.83,Bueno,9.233217289567973,1.0,1.0,1,5
843,844,Manabí,1400,Teófilo Villanueva Riquelme S.L.,6.54,81.83,Bueno,8.260739705280582,1.0,1.0,3,9
844,845,Loja,1600,Chelo Palomar Mancebo S.A.,5.18,81.83,Bueno,6.822603924819378,1.0,1.0,2,1
845,846,El Oro,1600,Comercializadora Múgica & Asociados S.Com.,5.66,81.83,Bueno,7.366690819505125,1.0,1.0,0,4
846,847,Loja,1400,Goicoechea y Tapia S.L.,5.74,81.83,Bueno,7.556042432922732,1.0,1.0,2,0
847,848,El Oro,1200,Chelo Palomar Mancebo S.A.,6.2,81.83,Bueno,7.213242265826823,1.0,1.0,0,1
848,849,Zamora Chinchipe,1300,Familia Serra S.L.,5.74,81.83,Bueno,7.439071787265444,1.0,1.0,5,6
849,850,El Oro,1700,Teófilo Villanueva Riquelme S.L.,5.33,81.83,Bueno,6.930422408517581,1.0,1.0,0,9
850,851,El Oro,1600,Familia Soto S.A.,7.18,81.83,Bueno,8.436537291059128,1.0,1.0,0,3
851,852,Loja,1600,Inmobiliaria Calderon & Asociados S.L.N.E,8.54,81.83,Bueno,10.088442817503008,1.0,1.0,2,8
852,853,Zamora Chinchipe,1700,Inmobiliaria Calderon & Asociados S.L.N.E,6.09,81.83,Bueno,7.785353417595152,1.0,1.0,5,8
853,854,Orellana,1500,Chelo Palomar Mancebo S.A.,8.42,81.83,Bueno,10.138980668759038,1.0,1.0,4,1
854,855,Manabí,1300,Goicoechea y Tapia S.L.,7.44,81.83,Bueno,9.193504712729247,1.0,1.0,3,0
855,856,Imbabura,1300,Familia Serra S.L.,7.96,81.83,Bueno,8.994612541124932,1.0,1.0,6,6
856,857,Zamora Chinchipe,1600,Comercializadora Múgica & Asociados S.Com.,6.15,81.83,Bueno,8.07601685405032,1.0,1.0,5,4
857,858,Sucumbios,1600,Hermanos Miranda S.C.P,9.93,81.83,Bueno,12.024085625139982,1.0,1.0,1,5
858,859,Imbabura,1200,Inmobiliaria Calderon & Asociados S.L.N.E,6.45,81.83,Bueno,7.395230288043421,1.0,1.0,6,8
859,860,Orellana,1200,Teófilo Villanueva Riquelme S.L.,7.8,81.75,Bueno,8.922511985004325,1.0,1.0,4,9
860,861,El Oro,1300,Inmobiliaria Calderon & Asociados S.L.N.E,7.73,81.75,Bueno,8.93004718732772,1.0,1.0,0,8
861,862,Sucumbios,1400,Hermanos Miranda S.C.P,8.95,81.75,Bueno,10.40134411797356,1.0,1.0,1,5
862,863,Zamora Chinchipe,1400,Fabián Santamaria Carlos S.L.L.,7.2,81.75,Bueno,8.365485321679856,1.0,1.0,5,7
863,864,Sucumbios,1200,Baquero & Asociados S.Coop.,7.74,81.75,Bueno,8.823439889438458,1.0,1.0,1,2
864,865,Manabí,1500,Inmobiliaria Calderon & Asociados S.L.N.E,8.93,81.75,Bueno,10.065439785580391,1.0,1.0,3,8
865,866,El Oro,1400,Goicoechea y Tapia S.L.,6.75,81.75,Bueno,8.527590601435078,1.0,1.0,0,0
866,867,Loja,1400,Baquero & Asociados S.Coop.,6.03,81.75,Bueno,7.661052601049683,1.0,1.0,2,2
867,868,Orellana,1400,Goicoechea y Tapia S.L.,8.01,81.75,Bueno,9.289079504451653,1.0,1.0,4,0
868,869,Zamora Chinchipe,1600,Teófilo Villanueva Riquelme S.L.,6.71,81.75,Bueno,8.116792637146103,1.0,1.0,5,9
869,870,Sucumbios,1200,Familia Soto S.A.,5.71,81.75,Bueno,6.877305348203181,1.0,1.0,1,3
870,871,Loja,1200,Comercializadora Múgica & Asociados S.Com.,6.46,81.67,Bueno,7.690588987506922,1.0,1.0,2,4
871,872,Manabí,1300,Familia Serra S.L.,5.93,81.67,Bueno,7.325749668960344,1.0,1.0,3,6
872,873,Zamora Chinchipe,1700,Teófilo Villanueva Riquelme S.L.,8.95,81.67,Bueno,10.165590895533754,1.0,1.0,5,9
873,874,Imbabura,1600,Chelo Palomar Mancebo S.A.,8.68,81.67,Bueno,10.708751423568497,1.0,1.0,6,1
874,875,Loja,1700,Baquero & Asociados S.Coop.,9.98,81.67,Bueno,11.310192892617078,1.0,1.0,2,2
875,876,Sucumbios,1500,Goicoechea y Tapia S.L.,5.5,81.67,Bueno,7.479318795962139,1.0,1.0,1,0
876,877,Imbabura,1300,Familia Soto S.A.,5.53,81.67,Bueno,6.985175313027144,1.0,1.0,6,3
877,878,El Oro,1400,Comercializadora Múgica & Asociados S.Com.,9.78,81.67,Bueno,10.768599737513352,1.0,1.0,0,4
878,879,Zamora Chinchipe,1500,Fabián Santamaria Carlos S.L.L.,6.06,81.67,Bueno,7.3023033008184655,1.0,1.0,5,7
879,880,Orellana,1700,Teófilo Villanueva Riquelme S.L.,6.36,81.67,Bueno,7.850109818629252,1.0,1.0,4,9
880,881,Zamora Chinchipe,1600,Chelo Palomar Mancebo S.A.,5.57,81.67,Bueno,7.082983357445014,1.0,1.0,5,1
881,882,Sucumbios,1700,Comercializadora Múgica & Asociados S.Com.,7.52,81.67,Bueno,9.152592069994933,1.0,1.0,1,4
882,883,Imbabura,1200,Familia Serra S.L.,8.41,81.67,Bueno,9.53034327958298,1.0,1.0,6,6
883,884,El Oro,1600,Baquero & Asociados S.Coop.,9.12,81.67,Bueno,10.821718778196516,1.0,1.0,0,2
884,885,Zamora Chinchipe,1400,Teófilo Villanueva Riquelme S.L.,6.51,81.67,Bueno,7.616685092420783,1.0,1.0,5,9
885,886,Manabí,1600,Inmobiliaria Calderon & Asociados S.L.N.E,5.46,81.67,Bueno,7.003500562148813,1.0,1.0,3,8
886,887,Sucumbios,1500,Comercializadora Múgica & Asociados S.Com.,7.41,81.67,Bueno,9.233817338293887,1.0,1.0,1,4
887,888,El Oro,1300,Teófilo Villanueva Riquelme S.L.,7.14,81.67,Bueno,8.67286522737533,1.0,1.0,0,9
888,889,Orellana,1400,Chelo Palomar Mancebo S.A.,6.44,81.67,Bueno,8.08139544982875,1.0,1.0,4,1
889,890,Imbabura,1200,Familia Serra S.L.,8.1,81.67,Bueno,9.462821652877945,1.0,1.0,6,6
890,891,Zamora Chinchipe,1400,Familia Soto S.A.,8.05,81.67,Bueno,9.839252137924056,1.0,1.0,5,3
891,892,Orellana,1700,Fabián Santamaria Carlos S.L.L.,8.03,81.67,Bueno,9.748991878713598,1.0,1.0,4,7
892,893,Zamora Chinchipe,1500,Teófilo Villanueva Riquelme S.L.,6.27,81.67,Bueno,7.618373367227466,1.0,1.0,5,9
893,894,Loja,1400,Familia Soto S.A.,8.62,81.67,Bueno,10.170654443146933,1.0,1.0,2,3
894,895,Sucumbios,1600,Hermanos Miranda S.C.P,8.84,81.67,Bueno,9.846203187856908,1.0,1.0,1,5
895,896,El Oro,1200,Chelo Palomar Mancebo S.A.,8.53,81.58,Bueno,9.91568720269426,1.0,1.0,0,1
896,897,Imbabura,1400,Goicoechea y Tapia S.L.,7.33,81.58,Bueno,8.488854757417057,1.0,1.0,6,0
897,898,Zamora Chinchipe,1400,Chelo Palomar Mancebo S.A.,9.49,81.58,Bueno,11.145858072995011,1.0,1.0,5,1
898,899,Sucumbios,1400,Comercializadora Múgica & Asociados S.Com.,8.73,81.58,Bueno,9.61641730948069,1.0,1.0,1,4
899,900,Sucumbios,1600,Familia Serra S.L.,7.77,81.58,Bueno,9.549602896289334,1.0,1.0,1,6
900,901,Zamora Chinchipe,1400,Goicoechea y Tapia S.L.,7.17,81.58,Bueno,8.745920678557312,1.0,1.0,5,0
901,902,Imbabura,1300,Goicoechea y Tapia S.L.,6.1,81.58,Bueno,7.495593589401185,1.0,1.0,6,0
902,903,Loja,1300,Familia Soto S.A.,6.37,81.58,Bueno,7.997455997567248,1.0,1.0,2,3
903,904,Imbabura,1300,Familia Soto S.A.,9.41,81.58,Bueno,11.079124467918263,1.0,1.0,6,3
904,905,Sucumbios,1300,Familia Serra S.L.,5.36,81.58,Bueno,6.644909269986923,1.0,1.0,1,6
905,906,El Oro,1700,Goicoechea y Tapia S.L.,7.96,81.58,Bueno,9.39508806230529,1.0,1.0,0,0
906,907,El Oro,1400,Familia Soto S.A.,9.29,81.58,Bueno,11.015785349103608,1.0,1.0,0,3
907,908,Imbabura,1300,Chelo Palomar Mancebo S.A.,5.99,81.58,Bueno,7.278992030965356,1.0,1.0,6,1
908,909,Imbabura,1300,Fabián Santamaria Carlos S.L.L.,7.28,81.58,Bueno,8.80258705183232,1.0,1.0,6,7
909,910,Zamora Chinchipe,1500,Goicoechea y Tapia S.L.,8.59,81.58,Bueno,10.316934140018335,1.0,1.0,5,0
910,911,Imbabura,1600,Familia Soto S.A.,8.08,81.5,Bueno,9.702619205664417,1.0,1.0,6,3
911,912,Zamora Chinchipe,1400,Goicoechea y Tapia S.L.,7.41,81.5,Bueno,8.894784451943227,1.0,1.0,5,0
912,913,El Oro,1500,Familia Soto S.A.,6.91,81.5,Bueno,8.478993975299076,1.0,1.0,0,3
913,914,Loja,1400,Baquero & Asociados S.Coop.,7.96,81.5,Bueno,8.996216048155452,1.0,1.0,2,2
914,915,Imbabura,1700,Hermanos Miranda S.C.P,5.79,81.5,Bueno,7.68975408004472,1.0,1.0,6,5
915,916,Orellana,1200,Fabián Santamaria Carlos S.L.L.,9.23,81.5,Bueno,10.07054479171431,1.0,1.0,4,7
916,917,Orellana,1600,Fabián Santamaria Carlos S.L.L.,8.49,81.5,Bueno,9.625784568734392,1.0,1.0,4,7
917,918,Loja,1400,Familia Soto S.A.,6.13,81.5,Bueno,7.762900853055865,1.0,1.0,2,3
918,919,Imbabura,1300,Chelo Palomar Mancebo S.A.,6.99,81.5,Bueno,8.748423349040564,1.0,1.0,6,1
919,920,Loja,1600,Teófilo Villanueva Riquelme S.L.,8.46,81.5,Bueno,10.187889717271146,1.0,1.0,2,9
920,921,Zamora Chinchipe,1200,Goicoechea y Tapia S.L.,7.88,81.5,Bueno,9.445537817383869,1.0,1.0,5,0
921,922,Imbabura,1600,Inmobiliaria Calderon & Asociados S.L.N.E,8.53,81.5,Bueno,10.208354841416204,1.0,1.0,6,8
922,923,Loja,1600,Baquero & Asociados S.Coop.,9.5,81.5,Bueno,10.640712152667904,1.0,1.0,2,2
923,924,Manabí,1700,Hermanos Miranda S.C.P,7.66,81.5,Bueno,9.796731935306335,1.0,1.0,3,5
924,925,Zamora Chinchipe,1600,Familia Serra S.L.,6.31,81.5,Bueno,8.329216598135918,1.0,1.0,5,6
925,926,Orellana,1200,Inmobiliaria Calderon & Asociados S.L.N.E,7.83,81.5,Bueno,9.424832261991787,1.0,1.0,4,8
926,927,Sucumbios,1700,Familia Soto S.A.,6.22,81.5,Bueno,7.925914178708531,1.0,1.0,1,3
927,928,Manabí,1700,Teófilo Villanueva Riquelme S.L.,5.36,81.5,Bueno,7.391328056615551,1.0,1.0,3,9
928,929,Manabí,1200,Familia Serra S.L.,5.67,81.5,Bueno,7.1532066067063695,1.0,1.0,3,6
929,930,Zamora Chinchipe,1600,Fabián Santamaria Carlos S.L.L.,6.21,81.5,Bueno,7.758565702753847,1.0,1.0,5,7
930,931,Zamora Chinchipe,1600,Familia Soto S.A.,5.48,81.5,Bueno,7.008818822444329,1.0,1.0,5,3
931,932,El Oro,1700,Fabián Santamaria Carlos S.L.L.,6.01,81.5,Bueno,8.051513646395122,1.0,1.0,0,7
932,933,Orellana,1500,Comercializadora Múgica & Asociados S.Com.,9.14,81.5,Bueno,10.566564717337732,1.0,1.0,4,4
933,934,El Oro,1200,Hermanos Miranda S.C.P,6.79,81.5,Bueno,8.133564793284362,1.0,1.0,0,5
934,935,El Oro,1400,Chelo Palomar Mancebo S.A.,7.67,81.42,Bueno,8.742024575270408,1.0,1.0,0,1
935,936,Zamora Chinchipe,1600,Comercializadora Múgica & Asociados S.Com.,7.75,81.42,Bueno,9.842221491356959,1.0,1.0,5,4
936,937,Orellana,1400,Comercializadora Múgica & Asociados S.Com.,7.05,81.42,Bueno,8.156813886832026,1.0,1.0,4,4
937,938,Manabí,1400,Familia Soto S.A.,7.38,81.42,Bueno,8.411790865842322,1.0,1.0,3,3
938,939,Sucumbios,1300,Inmobiliaria Calderon & Asociados S.L.N.E,5.63,81.42,Bueno,7.168972681909636,1.0,1.0,1,8
939,940,Orellana,1500,Chelo Palomar Mancebo S.A.,7.37,81.42,Bueno,8.68764406613987,1.0,1.0,4,1
940,941,Loja,1700,Chelo Palomar Mancebo S.A.,9.66,81.42,Bueno,10.958522505724682,1.0,1.0,2,1
941,942,Imbabura,1200,Chelo Palomar Mancebo S.A.,9.39,81.42,Bueno,10.355820644268068,1.0,1.0,6,1
942,943,Imbabura,1200,Inmobiliaria Calderon & Asociados S.L.N.E,9.5,81.42,Bueno,10.52692550720362,1.0,1.0,6,8
943,944,Zamora Chinchipe,1400,Hermanos Miranda S.C.P,5.62,81.42,Bueno,7.1118191157614135,1.0,1.0,5,5
944,945,Orellana,1400,Baquero & Asociados S.Coop.,7.18,81.42,Bueno,8.701947563553656,1.0,1.0,4,2
945,946,Manabí,1200,Hermanos Miranda S.C.P,8.31,81.42,Bueno,9.322768755782308,1.0,1.0,3,5
946,947,Manabí,1600,Familia Serra S.L.,5.89,81.42,Bueno,7.216222677434929,1.0,1.0,3,6
947,948,Zamora Chinchipe,1400,Hermanos Miranda S.C.P,6.25,81.42,Bueno,8.017142847983408,1.0,1.0,5,5
948,949,Zamora Chinchipe,1500,Chelo Palomar Mancebo S.A.,9.06,81.42,Bueno,10.94066097136781,1.0,1.0,5,1
949,950,Loja,1700,Familia Soto S.A.,5.09,81.42,Bueno,6.569023377463237,1.0,1.0,2,3
950,951,Manabí,1700,Familia Serra S.L.,6.4,81.33,Bueno,8.543904963019365,1.0,1.0,3,6
951,952,Sucumbios,1300,Hermanos Miranda S.C.P,5.14,81.33,Bueno,6.876068004885587,1.0,1.0,1,5
952,953,Imbabura,1600,Goicoechea y Tapia S.L.,5.91,81.33,Bueno,7.87634798413999,1.0,1.0,6,0
953,954,Sucumbios,1500,Familia Soto S.A.,5.94,81.33,Bueno,7.7546554359738185,1.0,1.0,1,3
954,955,Imbabura,1600,Comercializadora Múgica & Asociados S.Com.,9.85,81.33,Bueno,10.75783775237546,1.0,1.0,6,4
955,956,Imbabura,1300,Chelo Palomar Mancebo S.A.,6.85,81.33,Bueno,7.791847077173907,1.0,1.0,6,1
956,957,Orellana,1400,Familia Serra S.L.,5.4,81.33,Bueno,6.967247634726691,1.0,1.0,4,6
957,958,Orellana,1300,Teófilo Villanueva Riquelme S.L.,5.75,81.33,Bueno,7.295113834205465,1.0,1.0,4,9
958,959,Zamora Chinchipe,1400,Fabián Santamaria Carlos S.L.L.,5.27,81.33,Bueno,6.548141306826212,1.0,1.0,5,7
959,960,El Oro,1200,Teófilo Villanueva Riquelme S.L.,8.78,81.33,Bueno,10.03825132788187,1.0,1.0,0,9
960,961,Manabí,1400,Baquero & Asociados S.Coop.,9.34,81.33,Bueno,10.68499860235617,1.0,1.0,3,2
961,962,Sucumbios,1500,Fabián Santamaria Carlos S.L.L.,7.65,81.33,Bueno,9.330403798996558,1.0,1.0,1,7
962,963,Manabí,1200,Teófilo Villanueva Riquelme S.L.,7.17,81.25,Bueno,8.254730588421927,1.0,1.0,3,9
963,964,Loja,1600,Teófilo Villanueva Riquelme S.L.,5.5,81.25,Bueno,7.440280918362355,1.0,1.0,2,9
964,965,Imbabura,1300,Baquero & Asociados S.Coop.,8.91,81.25,Bueno,9.69800782196527,1.0,1.0,6,2
965,966,Sucumbios,1400,Goicoechea y Tapia S.L.,6.39,81.25,Bueno,8.104664585757078,1.0,1.0,1,0
966,967,Imbabura,1500,Comercializadora Múgica & Asociados S.Com.,6.39,81.25,Bueno,7.607731355878062,1.0,1.0,6,4
967,968,Manabí,1600,Inmobiliaria Calderon & Asociados S.L.N.E,8.27,81.25,Bueno,9.61801928844213,1.0,1.0,3,8
968,969,Orellana,1200,Baquero & Asociados S.Coop.,5.84,81.25,Bueno,6.990085783175719,1.0,1.0,4,2
969,970,Orellana,1700,Comercializadora Múgica & Asociados S.Com.,9.52,81.25,Bueno,11.388691499515613,1.0,1.0,4,4
970,971,Loja,1700,Inmobiliaria Calderon & Asociados S.L.N.E,5.47,81.25,Bueno,7.142926207346613,1.0,1.0,2,8
971,972,Loja,1400,Hermanos Miranda S.C.P,6.85,81.17,Bueno,8.059124555749868,1.0,1.0,2,5
972,973,Imbabura,1300,Baquero & Asociados S.Coop.,7.17,81.17,Bueno,8.926830544992498,1.0,1.0,6,2
973,974,El Oro,1600,Familia Soto S.A.,7.73,81.17,Bueno,9.650043317635504,1.0,1.0,0,3
974,975,Zamora Chinchipe,1300,Chelo Palomar Mancebo S.A.,5.13,81.17,Bueno,6.3214753574201605,1.0,1.0,5,1
975,976,Zamora Chinchipe,1400,Comercializadora Múgica & Asociados S.Com.,9.91,81.17,Bueno,10.790682249699664,1.0,1.0,5,4
